hotel_id,city_id,city,hotel_name,score,description,url,latitude,longitude
136,6,Paris,Hôtel Marie,3.0,Rue de la Villeneuve,https://www.booking.com/search.html?ss=Hôtel+Marie,48.8695728,2.348676
137,6,Paris,Hôtel du Loiret,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+du+Loiret,48.8569202,2.3552931
138,6,Paris,Charles V,3.0,Non renseigné,https://www.booking.com/search.html?ss=Charles+V,48.8534874,2.3618354
139,6,Paris,Hôtel de la Place des Vosges,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+la+Place+des+Vosges,48.8544261,2.3652418
140,6,Paris,Hôtel Port-Royal,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Port-Royal,48.8371263,2.350581
141,6,Paris,Le Clos Medicis,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Clos+Medicis,48.8482841,2.3405763
142,6,Paris,L'Hôtel,5.0,Non renseigné,https://www.booking.com/search.html?ss=L'Hôtel,48.8563424,2.3352399
143,6,Paris,Victoria Palace Hôtel,4.0,Non renseigné,https://www.booking.com/search.html?ss=Victoria+Palace+Hôtel,48.8457742,2.3243407
144,6,Paris,Le Petit Chomel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Petit+Chomel,48.8519344,2.3253667
145,6,Paris,Signature,4.0,Non renseigné,https://www.booking.com/search.html?ss=Signature,48.8521505,2.326091
146,6,Paris,Hôtel du Champ de Mars,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+du+Champ+de+Mars,48.856397,2.3060759
147,6,Paris,Hôtel Saint-Dominique,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Saint-Dominique,48.8599286,2.308788
148,6,Paris,Hôtel Duquesne Eiffel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Duquesne+Eiffel,48.8526441,2.3090461
149,6,Paris,Hôtel de la Tulipe,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+la+Tulipe,48.8599838,2.3062819
150,6,Paris,Grand Hôtel Leveque,3.0,Non renseigné,https://www.booking.com/search.html?ss=Grand+Hôtel+Leveque,48.8571307,2.3063556
151,6,Paris,Timhôtel Best Western Tour Eiffel Invalides,3.0,Non renseigné,https://www.booking.com/search.html?ss=Timhôtel+Best+Western+Tour+Eiffel+Invalides,48.8604075,2.3104739
152,6,Paris,Four Seasons Hôtel George V,3.0,Avenue George V,https://www.booking.com/search.html?ss=Four+Seasons+Hôtel+George+V,48.868784,2.3006774
153,6,Paris,Matissia,4.0,Non renseigné,https://www.booking.com/search.html?ss=Matissia,48.876717,2.3485948
154,6,Paris,Hôtel du Terrage,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+du+Terrage,48.8774454,2.3624214
155,6,Paris,Hôtel Brady,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Brady,48.8711954,2.3550205
156,6,Paris,New Hotel Republique,3.0,Non renseigné,https://www.booking.com/search.html?ss=New+Hotel+Republique,48.8661043,2.3685294
157,6,Paris,Grand Hôtel Nouvel Opera,3.0,Non renseigné,https://www.booking.com/search.html?ss=Grand+Hôtel+Nouvel+Opera,48.8551772,2.3787982
158,6,Paris,Hôtel du Nord et de l'Est,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+du+Nord+et+de+l'Est,48.8658412,2.367479
159,6,Paris,Hôtel Parisianer,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Parisianer,48.8456578,2.3753746
160,6,Paris,Hôtel Prince Albert,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Prince+Albert,48.8467986,2.3778628
161,6,Paris,9 Hôtel Bastille-Lyon,3.0,Rue de Lyon,https://www.booking.com/search.html?ss=9+Hôtel+Bastille-Lyon,48.8473827,2.3714639
162,6,Paris,Paris Reuilly - Aparthotels Adagio,3.0,Non renseigné,https://www.booking.com/search.html?ss=Paris+Reuilly+-+Aparthotels+Adagio,48.8490103,2.3856902
163,6,Paris,Hôtel Palym,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Palym,48.8462381,2.3733925
164,6,Paris,Novotel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Novotel,48.8452783,2.3754729
165,6,Paris,Kyriad Italie Gobelins,3.0,Non renseigné,https://www.booking.com/search.html?ss=Kyriad+Italie+Gobelins,48.8337711,2.3550065
166,6,Paris,Ibis Styles - Butte aux Cailles,3.0,Rue Barrault,https://www.booking.com/search.html?ss=Ibis+Styles+-+Butte+aux+Cailles,48.8283394,2.3473619
167,6,Paris,Jack's,3.0,Non renseigné,https://www.booking.com/search.html?ss=Jack's,48.8329489,2.3593174
168,6,Paris,La Manufacture,3.0,Non renseigné,https://www.booking.com/search.html?ss=La+Manufacture,48.8329337,2.355328
169,6,Paris,Mercure Gobelins,3.0,Non renseigné,https://www.booking.com/search.html?ss=Mercure+Gobelins,48.8321073,2.3538107
170,6,Paris,Holiday Inn Express Paris place d'Italie,3.0,Non renseigné,https://www.booking.com/search.html?ss=Holiday+Inn+Express+Paris+place+d'Italie,48.8316326,2.3573399
171,6,Paris,Le Parc,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Parc,48.8671624,2.2857115
172,6,Paris,Hôtel Prince Albert Monceau,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Prince+Albert+Monceau,48.8867808,2.3137817
173,6,Paris,Hôtel Saint-Cyr Étoile,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Saint-Cyr+Étoile,48.8804472,2.2855736
174,6,Paris,Hôtel Bonséjour,3.0,Rue Burq,https://www.booking.com/search.html?ss=Hôtel+Bonséjour,48.8861896,2.3361789
175,6,Paris,Hôtel des Arts,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+des+Arts,48.8839442,2.3263665
176,6,Paris,Hôtel Eden Montmartre,3.0,Rue Ordener,https://www.booking.com/search.html?ss=Hôtel+Eden+Montmartre,48.8928524,2.3428035
177,6,Paris,Paris Hôtel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Paris+Hôtel,48.8801463,2.3372618
178,6,Paris,Terrass'' Hôtel,4.0,Rue Joseph de Maistre,https://www.booking.com/search.html?ss=Terrass''+Hôtel,48.8865811,2.333045
179,6,Paris,Hôtel Bonne Nouvelle,3.0,Rue Beauregard,https://www.booking.com/search.html?ss=Hôtel+Bonne+Nouvelle,48.8693546,2.3495274
180,6,Paris,Tiquetonne Hôtel,1.0,Non renseigné,https://www.booking.com/search.html?ss=Tiquetonne+Hôtel,48.8644952,2.3495828
181,6,Paris,Hôtel Paris Opéra,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Paris+Opéra,48.8713219,2.3426051
182,6,Paris,Hôtel Victoires Opéra,4.0,Rue Montorgueil,https://www.booking.com/search.html?ss=Hôtel+Victoires+Opéra,48.8649114,2.3469659
183,6,Paris,Grand Hôtel des Arts et Métiers,3.0,Non renseigné,https://www.booking.com/search.html?ss=Grand+Hôtel+des+Arts+et+Métiers,48.866283,2.3573686
184,6,Paris,Hôtel Royal Bel Air,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Royal+Bel+Air,48.8460247,2.3981137
185,6,Paris,Carladez Cambronne,3.0,Non renseigné,https://www.booking.com/search.html?ss=Carladez+Cambronne,48.8421016,2.3032187
186,6,Paris,Ibis Paris Tour Eiffel Cambronne 15ème,3.0,Rue Cambronne,https://www.booking.com/search.html?ss=Ibis+Paris+Tour+Eiffel+Cambronne+15ème,48.8471379,2.3013512
187,6,Paris,Novotel Paris Gare Montparnasse,3.0,Rue du Cotentin,https://www.booking.com/search.html?ss=Novotel+Paris+Gare+Montparnasse,48.8384924,2.3151043
188,6,Paris,Hôtel Moderne,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Moderne,48.8261138,2.2781477
189,6,Paris,HotelF1 Porte de Montmartre,3.0,Non renseigné,https://www.booking.com/search.html?ss=HotelF1+Porte+de+Montmartre,48.9011416,2.3325958
190,6,Paris,Hôtel Le Littré,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Le+Littré,48.8454273,2.3241304
191,6,Paris,Hôtel Ermitage,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Ermitage,48.8717563,2.3927092
192,6,Paris,Hôtel Balzac,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Balzac,48.8733283,2.3004615
193,6,Paris,Hôtel Acacias Etoile,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Acacias+Etoile,48.8766342,2.2907798
194,6,Paris,InterContinental Paris le Grand,3.0,Non renseigné,https://www.booking.com/search.html?ss=InterContinental+Paris+le+Grand,48.8707271,2.3303365
195,6,Paris,Edgar & Achille,3.0,Rue Sainte-Foy,https://www.booking.com/search.html?ss=Edgar+&+Achille,48.8684839,2.3499184
196,6,Paris,Hôtel Sofitel Le Faubourg,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Sofitel+Le+Faubourg,48.8684048,2.3213802
197,6,Paris,"Maison Astor Paris, Curio Collection by Hilton",4.0,Non renseigné,"https://www.booking.com/search.html?ss=Maison+Astor+Paris,+Curio+Collection+by+Hilton",48.8728474,2.3193054
198,6,Paris,Crowne Plaza Paris Republique Hotel,3.0,Place de la République,https://www.booking.com/search.html?ss=Crowne+Plaza+Paris+Republique+Hotel,48.8672946,2.3655334
199,6,Paris,Hôtel Valadon,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Valadon,48.8567926,2.3055714
200,6,Paris,Novotel Paris Est,3.0,Avenue de la République,https://www.booking.com/search.html?ss=Novotel+Paris+Est,48.8633105,2.4154593
201,6,Paris,Bootcamp,3.0,Non renseigné,https://www.booking.com/search.html?ss=Bootcamp,48.8233916,2.2730589
202,6,Paris,Hôtel États-Unis Opéra,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+États-Unis+Opéra,48.8690342,2.3336525
203,6,Paris,Hôtel L'Horset Opéra,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+L'Horset+Opéra,48.8690718,2.3338065
204,6,Paris,Hôtel Val Girard,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Val+Girard,48.8407863,2.299289
205,6,Paris,Alizé Grenelle,3.0,Non renseigné,https://www.booking.com/search.html?ss=Alizé+Grenelle,48.8467419,2.2878241
206,6,Paris,Beaugrenelle Saint-Charles,3.0,Non renseigné,https://www.booking.com/search.html?ss=Beaugrenelle+Saint-Charles,48.8472201,2.2858925
207,6,Paris,Hôtel Scribe,5.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Scribe,48.8706574,2.3296691
208,6,Paris,Mercure Paris Montparnasse Pasteur,4.0,Rue Gager-Gabillot,https://www.booking.com/search.html?ss=Mercure+Paris+Montparnasse+Pasteur,48.837696,2.3062844
209,6,Paris,Hôtel de Suez,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+Suez,48.8497957,2.3426515
210,6,Paris,Hôtel de la place des Alpes,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+la+place+des+Alpes,48.8321555,2.3588862
211,6,Paris,Chinagora,3.0,Non renseigné,https://www.booking.com/search.html?ss=Chinagora,48.8153394,2.4116258
212,6,Paris,Mademoiselle,4.0,Non renseigné,https://www.booking.com/search.html?ss=Mademoiselle,48.8772727,2.3543165
213,6,Paris,Hôtel du Prince Eugène,3.0,Boulevard Voltaire,https://www.booking.com/search.html?ss=Hôtel+du+Prince+Eugène,48.8506769,2.3924817
214,6,Paris,Hôtel Particulier Montmartre,3.0,Avenue Junot,https://www.booking.com/search.html?ss=Hôtel+Particulier+Montmartre,48.888158,2.3355125
215,6,Paris,Grand Hôtel Doré,3.0,Non renseigné,https://www.booking.com/search.html?ss=Grand+Hôtel+Doré,48.839153,2.39747
216,6,Paris,Sublim,4.0,Non renseigné,https://www.booking.com/search.html?ss=Sublim,48.845234,2.3101111
217,6,Paris,District République,2.0,Non renseigné,https://www.booking.com/search.html?ss=District+République,48.8707814,2.3598503
218,6,Paris,Relais du Pré,3.0,Non renseigné,https://www.booking.com/search.html?ss=Relais+du+Pré,48.8780025,2.3475708
219,6,Paris,Hôtel du Pré,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+du+Pré,48.8775316,2.3471837
220,6,Paris,Résidence du Pré,3.0,Non renseigné,https://www.booking.com/search.html?ss=Résidence+du+Pré,48.8784021,2.3475786
221,6,Paris,Au Manoir Saint-Germain des Prés,4.0,Non renseigné,https://www.booking.com/search.html?ss=Au+Manoir+Saint-Germain+des+Prés,48.8537719,2.3323137
222,6,Paris,Adagio Paris Montmartre,4.0,Non renseigné,https://www.booking.com/search.html?ss=Adagio+Paris+Montmartre,48.8831159,2.342548
223,6,Paris,Kube Hotel,4.0,Passage Ruelle,https://www.booking.com/search.html?ss=Kube+Hotel,48.8866042,2.3588436
224,6,Paris,Au Bœuf Couronné - Hôtel & Restaurant,3.0,Avenue Jean Jaurès,https://www.booking.com/search.html?ss=Au+Bœuf+Couronné+-+Hôtel+&+Restaurant,48.8880087,2.3909356
225,6,Paris,Hôtel Saint-Charles,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Saint-Charles,48.82713,2.3482326
226,6,Paris,ibis Styles Paris Maine Montparnasse,2.0,Rue Hippolyte Maindron,https://www.booking.com/search.html?ss=ibis+Styles+Paris+Maine+Montparnasse,48.8316922,2.3218269
227,6,Paris,Citadines Place d'Italie,3.0,Place d'Italie,https://www.booking.com/search.html?ss=Citadines+Place+d'Italie,48.8305203,2.3549865
228,6,Paris,Mercure Paris Suresnes Longchamp,3.0,Avenue Charles de Gaulle,https://www.booking.com/search.html?ss=Mercure+Paris+Suresnes+Longchamp,48.8707253,2.2248262
229,6,Paris,Ibis Budget,3.0,Avenue Léon Gaumont,https://www.booking.com/search.html?ss=Ibis+Budget,48.8493663,2.4164765
230,6,Paris,Hôtel de la Porte Dorée,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+la+Porte+Dorée,48.8360061,2.4060195
231,6,Paris,L'Interlude,3.0,Avenue Daumesnil,https://www.booking.com/search.html?ss=L'Interlude,48.8363817,2.4036733
232,6,Paris,Ibis Budget Porte de Bagnolet,3.0,Non renseigné,https://www.booking.com/search.html?ss=Ibis+Budget+Porte+de+Bagnolet,48.8665538,2.4164224
233,6,Paris,Ibis Porte de Bagnolet,3.0,Non renseigné,https://www.booking.com/search.html?ss=Ibis+Porte+de+Bagnolet,48.8665731,2.4168062
234,6,Paris,Campanile,3.0,Non renseigné,https://www.booking.com/search.html?ss=Campanile,48.8351933,2.3876342
235,6,Paris,Novotel Paris Bercy,3.0,Non renseigné,https://www.booking.com/search.html?ss=Novotel+Paris+Bercy,48.8388012,2.3804572
236,6,Paris,Hôtel Ibis Styles Paris-Bercy,3.0,Rue de Bercy,https://www.booking.com/search.html?ss=Hôtel+Ibis+Styles+Paris-Bercy,48.8384022,2.3811331
237,6,Paris,Hôtel Plaza Élysées,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Plaza+Élysées,48.874647,2.3057595
238,6,Paris,Hôtel Altona,2.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Altona,48.8824615,2.3498469
239,6,Paris,Adagio Access,3.0,Non renseigné,https://www.booking.com/search.html?ss=Adagio+Access,48.8149385,2.4187394
240,6,Paris,Hôtel Cabane,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Cabane,48.8337574,2.3175871
241,6,Paris,Best western - hôtel Saint louis,3.0,Non renseigné,https://www.booking.com/search.html?ss=Best+western+-+hôtel+Saint+louis,48.8452617,2.4352555
242,6,Paris,Wattignies Hôtel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Wattignies+Hôtel,48.8367389,2.39232
243,6,Paris,Hôtel Allegro,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Allegro,48.8430418,2.4051424
244,6,Paris,Novotel Paris La Défense,3.0,Boulevard de Neuilly,https://www.booking.com/search.html?ss=Novotel+Paris+La+Défense,48.887909,2.2526741
245,6,Paris,Terminus - Lyon,3.0,Non renseigné,https://www.booking.com/search.html?ss=Terminus+-+Lyon,48.8458297,2.3717725
246,6,Paris,Viator,3.0,Non renseigné,https://www.booking.com/search.html?ss=Viator,48.8468441,2.3725504
247,6,Paris,Maison Traversière,3.0,Non renseigné,https://www.booking.com/search.html?ss=Maison+Traversière,48.8472258,2.372644
248,6,Paris,Holiday Inn Paris - Gare de Lyon Bastille,4.0,rue de Lyon,https://www.booking.com/search.html?ss=Holiday+Inn+Paris+-+Gare+de+Lyon+Bastille,48.8467471,2.3717077
249,6,Paris,Hôtel Le Saint-Hubert,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Le+Saint-Hubert,48.8470278,2.3723255
250,6,Paris,"Hôtel Camille Paris Gare de Lyon, Tapestry Collection by Hilton",3.0,Rue de Lyon,"https://www.booking.com/search.html?ss=Hôtel+Camille+Paris+Gare+de+Lyon,+Tapestry+Collection+by+Hilton",48.8462447,2.3719493
251,6,Paris,Mercure Paris Gare de Lyon Opéra,4.0,Rue Parrot,https://www.booking.com/search.html?ss=Mercure+Paris+Gare+de+Lyon+Opéra,48.8468976,2.372834
252,6,Paris,Hôtel Mercure Paris Gare de Lyon TGV,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Mercure+Paris+Gare+de+Lyon+TGV,48.8444405,2.3728366
253,6,Paris,Prince Albert,3.0,Non renseigné,https://www.booking.com/search.html?ss=Prince+Albert,48.8460864,2.3771827
254,6,Paris,ibis Styles Paris Gare de Lyon TGV,3.0,Boulevard Diderot,https://www.booking.com/search.html?ss=ibis+Styles+Paris+Gare+de+Lyon+TGV,48.8458926,2.3755308
255,6,Paris,Hôtel de Marseille,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+Marseille,48.8474633,2.3712106
256,6,Paris,Riesner,4.0,Non renseigné,https://www.booking.com/search.html?ss=Riesner,48.8473704,2.3710629
257,6,Paris,Nièvre Hôtel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Nièvre+Hôtel,48.8472924,2.3712576
258,6,Paris,Modern’s,3.0,Non renseigné,https://www.booking.com/search.html?ss=Modern’s,48.847093,2.3706217
259,6,Paris,Bel Oranger,3.0,Non renseigné,https://www.booking.com/search.html?ss=Bel+Oranger,48.847034,2.3705351
260,6,Paris,Hôtel de l'Aveyron,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+de+l'Aveyron,48.8468671,2.3702623
261,6,Paris,TimHotel Gare de Lyon,3.0,Rue d'Austerlitz,https://www.booking.com/search.html?ss=TimHotel+Gare+de+Lyon,48.8468041,2.370162
262,6,Paris,Le Myosotis,3.0,Non renseigné,https://www.booking.com/search.html?ss=Le+Myosotis,48.8267472,2.3324515
263,6,Paris,Courtyard by Marriott,3.0,Non renseigné,https://www.booking.com/search.html?ss=Courtyard+by+Marriott,48.9222144,2.343079
264,6,Paris,Hôtel Mignon,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Mignon,48.8470895,2.3710844
265,6,Paris,Alcyon,3.0,Non renseigné,https://www.booking.com/search.html?ss=Alcyon,48.8499435,2.3756832
266,6,Paris,Hôtel Prince,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Prince,48.8548916,2.3050685
267,6,Paris,Comfort Hotel Paris Porte d'Ivry,3.0,Rue René Villars,https://www.booking.com/search.html?ss=Comfort+Hotel+Paris+Porte+d'Ivry,48.8198085,2.3761395
268,6,Paris,Hôtel Pont Royal,5.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Pont+Royal,48.8565619,2.3273421
269,6,Paris,Hôtel Ibis Paris 17 Clichy-Batignolles,3.0,Rue Bernard Buffet,https://www.booking.com/search.html?ss=Hôtel+Ibis+Paris+17+Clichy-Batignolles,48.8921778,2.314997
270,6,Paris,Hôtel Marriott,3.0,Avenue des Champs-Élysées,https://www.booking.com/search.html?ss=Hôtel+Marriott,48.8710747,2.3050358
271,6,Paris,Le Modern',3.0,Rue Béranger,https://www.booking.com/search.html?ss=Le+Modern',48.8958094,2.1958858
272,6,Paris,Hôtel Coypel,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Coypel,48.8333144,2.3564802
273,6,Paris,Hôtel des Écrivains,3.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+des+Écrivains,48.8332931,2.3560025
274,6,Paris,Convention Montparnasse,3.0,Non renseigné,https://www.booking.com/search.html?ss=Convention+Montparnasse,48.8371967,2.2971923
275,6,Paris,L'Acacia,3.0,Non renseigné,https://www.booking.com/search.html?ss=L'Acacia,48.8866553,2.2087546
276,6,Paris,hotelF1 Paris Porte de Châtillon,3.0,Avenue de la Porte de Châtillon,https://www.booking.com/search.html?ss=hotelF1+Paris+Porte+de+Châtillon,48.822557,2.3165999
277,6,Paris,Hôtel Luxor,1.0,Non renseigné,https://www.booking.com/search.html?ss=Hôtel+Luxor,48.8288534,2.2822756
278,6,Paris,Rue Bertin Poirée,3.0,Non renseigné,https://www.booking.com/search.html?ss=Rue+Bertin+Poirée,48.8593629,2.3451569
